dt,tweet,User,local
2021-01-05 10:32:24,@DavidLloydWill8 @JuliaHB1 All true but bear in mind that Potassium Chloride is present in certain food https://t.co/tJGIMudOFm,Iamjamiemcivor,Up yours
2021-01-05 10:31:45,Leaked reports say pfizer will give SA vaccine at R300 for both doses. That makes it R15 billion( stand to be corre… https://t.co/t5jObKodyI,Ridwaanh,JHB
2021-01-05 10:31:41,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/qUCEZpuU96",SKYFALL13013,
2021-01-05 10:31:34,"Might be unrelated, but Portugese Health worker suddenly dies 48 hours after receiving Pfizer Vaccination. Her fath… https://t.co/n17VMHALmr",celticwitch1995,"Motherwell, Scotland"
2021-01-05 10:30:11,The @pfizer @BioNTech_Group and @UniofOxford @AstraZeneca vaccines should only be considered for use in pregnancy w… https://t.co/QYl1e9UtTc,MHRAgovuk,United Kingdom
2021-01-05 10:29:23,@MahyarTousi He best shut down @MailOnline for reporting how the vax may be responsible for the death of this young… https://t.co/HsoV9Wyhf5,Benjtweet19,"East Midlands, England"
2021-01-05 10:28:49,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/52yZaxNOWX",BeyondTheVeil14,UK
2021-01-05 10:28:17,Senator Richard Gordon revealed that the Philippine Red Cross has been coordinating with Pfizer and AstraZeneca to… https://t.co/3TY1YFyUk6,doktornetph,
2021-01-05 10:27:58,Portuguese Health Worker Dies Two Days After Receiving Pfizer COVID-19 Vaccine – thewillnigeria https://t.co/eT4ApFBnDz,EnrichedFeed,United States
2021-01-05 10:26:59,@SaharaReporters @pfizer Have some people ever treated malaria with recommended or prescribed drugs and still ended… https://t.co/fAgC6Fbtal,oluseed,Nigeria
2021-01-05 10:26:56,"“We are truly in unprecedented territory”: Companies working with Pfizer, Moderna and AstraZeneca to mass produce c… https://t.co/DqH9HZA7qJ",alexandra_byers,"Doha, Qatar"
2021-01-05 10:26:54,"Covid-19 vaccines: Logistics may see Pfizer in urban areas, AstraZeneca in rural areas https://t.co/mvtdZ75EUR",officialmosti,
2021-01-05 10:26:51,"Covid-19: Pfizer vaccine efficacy was 52% after first dose and 95% after second dose, paper shows | The BMJ https://t.co/DARh1haWgy",waleman64,Guayaquil Ecuador
2021-01-05 10:26:29,@NicolaSturgeon Can I just ask why the UK has single handedly decided to change the Pfizer covid vaccine schedule w… https://t.co/ZaQe3tcawd,klt_tiu,"Morpeth, England"
2021-01-05 10:26:22,@healthdpt “Pfizer and BioNTech’s Phase 3 study for the Covid-19 vaccine was designed to evaluate the vaccine’s saf… https://t.co/JN1YE9eE6Z,torney_michele,
2021-01-05 10:26:20,Allergic reactions to Covid-19 vaccines #GS3 #COVID-19 #GS2 #INTERNATIONAL   The Food and Drug Administration has g… https://t.co/eHdgbdMU7l,BelieversIas,"BTM Layout, Bengaluru South"
2021-01-05 10:26:14,Infographic  #COVAXIN vs #OxfordVaccine vs #PfizerBioNTech vs #Moderna - how do these top #COVID19 vaccines compare… https://t.co/okuqtrNoa5,QuintFit,"Noida, India"
2021-01-05 10:25:29,"Mexican doctor hospitalised with suspected encephalomyelitis post vaccination. Rare but dangerous adverse effect, r… https://t.co/7IDX442Any",amitsurg,"Mumbai , Bharat"
2021-01-05 10:24:48,@navghareakash @realDonaldTrump @Pfizer_UK May be Donny is also Running every countries covid-19 vaccine program? E… https://t.co/Xk2ym4wn4c,evertonw,a universe
2021-01-05 10:24:31,Health Worker in Portugal dies 48 hours after taking the #Pfizer Vaccine https://t.co/lWsxrInPUi,MilitarisCath,Christendom
2021-01-05 10:24:05,SaharaReporters: Portuguese Health Worker Dies After Receiving @Pfizer COVID Vaccine | Sahara Reporters  Ms Acevedo… https://t.co/buZV1yn6fP,pitharoy,Nigeria
2021-01-05 10:23:57,#WhyAreTheyDoingThis  #RejectBadScience #NoAsymptomaticSpread #COVIDIOT #Covid19UK #COVID #coronavirus… https://t.co/faSDV4dINz,PaperboyC64,"England, United Kingdom"
2021-01-05 10:23:45,@BotfieldColin @PHE_uk @Pfizer_UK @DHSCgovuk @uksciencechief @CMO_England @DailyMailUK Strange on UK news no mentio… https://t.co/X1oYOA2WXI,evertonw,a universe
2021-01-05 10:23:43,This is a big worry. https://t.co/5Nz6RHMKUD,PaulWoodh0use,Yorkshire and The Humber
2021-01-05 10:22:59,https://t.co/QwLaEkuZvy Congrats Govt for their action where too many top Nations going in for Nationalism and bloc… https://t.co/OYWzfIpCIx,balaakumar,"Bangalore, India"
2021-01-05 10:21:56,"@SaharaReporters @pfizer Say No!!! To Covid-19 Vaccine, its a killing Machine",correctG4,"Lagos, Nigeria"
2021-01-05 10:21:31,Flash: Portuguese health worker dies after #Pfizer vaccine injected. #Tinubu the Leader of Nigerian Democrats is in… https://t.co/0vhGxYmBXE,FELASTORY,Lagos Nigeria
2021-01-05 10:20:41,Portuguese woman dies two days after getting the Pfizer COVID vaccine as her father demands answers https://t.co/1GNXxPBYex,naijaparrotng,Naija
2021-01-05 10:20:24,"Catch it again: Sarah Lennon, Executive Director of Sage Advocacy, discusses the roll out of the Pfizer BioNTech Co… https://t.co/AjSWTwtuyR",SageAdvocacy,"Dublin City, Ireland"
2021-01-05 10:19:46,"have you heard about Katalin Karikó, the Hungarian scientist who helped with the development of the Pfizer/BionTech… https://t.co/a76YhgcDrE",aylosro1,"Budapest, Magyarország"
2021-01-05 10:18:30,@paulcrabb4 @crimp_it This is the statement whwre the MHRA literally say they are able to start vaccine approval du… https://t.co/3Z95Vncy6s,Charltonesiout,
2021-01-05 10:18:05,"Vaccine approvals take 7-10 years. While any death these days is linked to covid, but death from vaccine would be l… https://t.co/HW5UHDB1p4",sidspeaksup,भारत
2021-01-05 10:18:02,$PFE $BNTX Pfizer Offers South Africa Discounted COVID-19 Vaccines https://t.co/04KYHgWjEP https://t.co/BtlMuiTq6l,ForextradersG,
2021-01-05 10:17:18,"“We are truly in unprecedented territory”: Companies working with Pfizer, Moderna and AstraZeneca to mass produce c… https://t.co/22GBEoYJJE",KevinDubouis,
2021-01-05 10:17:04,"@IamNaveenKapoor They have full right to accept or reject this vaccine. However, Only Covidshield, Moderna, Pfizer… https://t.co/WDanzkMhqZ",abhishek8620,"Kolkata, India"
2021-01-05 10:17:01,Still have no answer to legitimate  questions on the government vaccine policy:  1.  does delaying the 2nd dose to… https://t.co/XyS5oZONvD,mafevema,
2021-01-05 10:15:56,"Reverse Engineering the source code of the BioNTech/Pfizer SARS-CoV-2 Vaccine, https://t.co/RSfTubRKR4.  Worth reading :-).  #covid #vaccine",mnt_io,In the stack
2021-01-05 10:15:19,I would more than likely not have opted for the Pfizer vaccine if the second dose was unlikely to happen. We have b… https://t.co/Ib3MNsFlfu,drjaninedavid,
2021-01-05 10:15:16,Poll about Covid-19 vaccines by @pfizer @moderna_tx @biogen @AstraZeneca:   Do you plan on getting jabbed and takin… https://t.co/Qg6tOhBzIa,TeodroseFikre,"Washington, DC"
2021-01-05 10:13:57,"Portuguese Health Worker Dies After Receiving @Pfizer COVID Vaccine | Sahara Reporters  Ms Acevedo's father, Abilio… https://t.co/dQHbpEhzIc",SaharaReporters,New York
2021-01-05 10:12:54,"A Portuguese health worker aged 41, without any health problem, suffered a ""sudden death"" on New Year's Day, 48 hou… https://t.co/g1PfonqdrZ",raam_beart,"Hong Kong, China"
2021-01-05 10:12:34,@jo_tickledpink @Northern7oul @nornirishfella I listened to the deputy head of JCVI on radio: basically he said the… https://t.co/4K8Fc865oe,PastorJimberoo1,"Northern Ireland, United Kingdom"
2021-01-05 10:10:26,"@healthdpt ""Covid-19: Pfizer vaccine efficacy was 52% after first dose and 95% after second dose, paper shows""  Deb… https://t.co/bSGi4UXT4G",PaddyMcCollum,
2021-01-05 10:09:26,"Someone should get fired.  You’re vaccinated?? That’s hot!!  Sorry, we are locking down again.   #vaccinations… https://t.co/Pscub39jj0",Richard_Rangel_,United States
2021-01-05 10:09:15,Healthcare Workers are Refusing to Take COVID-19 Vaccine https://t.co/6AeI8uhEh8,truth_en,CN
2021-01-05 10:08:13,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/LHO8bAGFRm via @MailOnline",CarryOnMargate,"Margate, England"
2021-01-05 10:08:11,@Nickhulme61 I hope you have your day in court.    https://t.co/D5XeinUzOv,Anthony46022585,
2021-01-05 10:07:58,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/nd3cli4ZS1 via @MailOnline",deemers08,West Yorkshire
2021-01-05 10:07:55,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/eG0HcM1NDN via @MailOnline",GuntherSchibli,
2021-01-05 10:06:54,@MattFingersArni @chrisgregson123 @Matt_GS @NielsOckelmann @IanGianni @rosebudorson @Macid3000 @BonnieBlackmor7… https://t.co/8S1kbVjVZu,RuddsBunny,
2021-01-05 10:06:34,#vechain #vefam #CryptoNews  #Crypto #btc #bitcoin  #cryptocurrency Being tracked with Vechain!! https://t.co/0xM9kMaFhw,fatelviscrypto,Hiding in Your Closet
2021-01-05 10:06:20,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/oaRjXsJ443 via @MailOnline",prospettico1,
2021-01-05 10:06:01,Portuguese woman dies two days after getting Pfizer covid #vaccine | Daily Mail Online  #Impfung #corona https://t.co/BynwiumzaF,Clavelina18,Niederlande
2021-01-05 10:05:54,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/L4uiTtFGRM via @MailOnline",eloxren,
2021-01-05 10:05:42,@nadhimzahawi @BorisJohnson @NHSuk #VaccinesMeanProfitsForToryScum  I *REFUSE* to have Tory owned Moderna &amp; Pfizer… https://t.co/thWNte4hfv,Ange_Sandgrown,Lancashire
2021-01-05 10:04:56,What kind of dumb tweet is this @jimcramer an era of covid??.... you mean the flu? Pneumonia? Jim do you know how m… https://t.co/QZWQYVk4dA,RedWaveWWG1,
2021-01-05 10:04:51,"Pfizer and BioNTech offer to supply South Africa with their Covid-19 vaccine at a discounted $10 a dose, a price th… https://t.co/EMQprCNgdr",BBGAfrica,
2021-01-05 10:03:59,Khairy: Govt to spend RM6.7m on special freezers for Pfizer Covid-19 vaccine | Malay Mail https://t.co/7PheYXPCnM,MyMedicalRsrc,Malaysia
2021-01-05 10:02:26,Moderna: Tested on more than 30k volunteers &amp; has 95% effective.  Pfizer: Tested on more than 50k volunteers &amp; is 9… https://t.co/Y3L2tcdJh7,ashfaq12memon,"Gujarat, India"
2021-01-05 10:01:25,This comes after SII CEO #AdarPoonawalla told reporters that there are only three vaccines globally that have prove… https://t.co/985sCJHqdO,BiIndia,"New Delhi, India"
2021-01-05 10:01:23,"I’ve had my Pfizer COVID-19 vaccine, and here’s why my pharmacist colleagues should too https://t.co/VFx6t45TO3",RdppU,London
2021-01-05 10:01:13,"PH Red Cross plans to buy COVID-19 vaccines from Pfizer, AstraZeneca https://t.co/O4NeMLa201",mariaressa,Philippines
2021-01-05 10:00:25,"@CesareSacchetti Could you please post the deaths number in the UK, where almost 1 million people took the BioNTech… https://t.co/drljLPQnXP",Longbow42281,
2021-01-05 11:59:58,Just got my Pfizer-BioNtech Covid-19 vaccine. The feeling is so surreal and at the same time amazing knowing we all… https://t.co/fQE1ecBY6Y,junnelaganon,"Dublin City, Ireland"
2021-01-05 11:59:50,@LBC @NickFerrariLBC This vaccine 👇. 1 death is too many https://t.co/nK0KY3n9kg,Benjtweet19,"East Midlands, England"
2021-01-05 11:58:21,@realDonaldTrump Georgia SHES getting richer off the USA she owns stock at Pfizer now. Who's making covid shots?? S… https://t.co/OFAYbLUuom,ZarzyckiDarlene,United States
2021-01-05 11:57:21,"""Pfizer and BioNTech offered to supply South Africa with their #Covid_19 vaccine at a discounted $10 a dose, yet th… https://t.co/CiXkpbjVlo",julienpotet,Paris
2021-01-05 11:56:28,@VPrasadMDMPH How do you integrate these 3.410 suspected COVID-19 cases in your model?  https://t.co/2CsV2XORu1 https://t.co/H8J0W8cdAq,Musicaypaz5011,
2021-01-05 11:56:11,#Portuguese #nurse #dies two days after getting the @pfizer #Covid19vaccine  https://t.co/2XtcvaJht1 https://t.co/IXfmqsgOdU,CBNews_online,United State of America
2021-01-05 11:55:00,"Zo “veilig” is het #vaccin  #COVID19 #vaccinatie #pfizer  No Covid-19 vaccine for pregnant women, children under 16… https://t.co/G6JzvzSep2",kalicarbonicum,"Parijs, Frankrijk"
2021-01-05 11:54:50,"""The EU’s attempts at securing more doses of the only COVID-19 vaccine it has authorised come amid concern in some… https://t.co/NO9BU2PrFO",MichelReuters,"Paris, France"
2021-01-05 11:54:01,"@hilarybennmp Hilary, I was wondering if you support or appose the governments decision to delay the second shot of… https://t.co/PVIF6KJEqN",justneil,leeds
2021-01-05 11:53:47,I got my second dose of the Pfizer BioNTech COVID-19 vaccine and after a tumultuous year of caring for patients dur… https://t.co/FJ9DAc1uaZ,QuickitsAJ,"Arlington, VA"
2021-01-05 11:52:05,.@seannaadcox_pc: Sen. Tom Davis called on Gov.@HenryMcMaster to open vaccine eligibility to more people in more pl… https://t.co/Uhgq4x0LRK,senatortomdavis,"Beaufort, South Carolina"
2021-01-05 11:51:44,A healthy 41 year old woman died in her sleep two days after getting the #Pfizer Covid vaccine. Her poor family.… https://t.co/0KNs0pQK2i,jerseyshorelisa,Jersey Shore
2021-01-05 11:50:11,Nurse DIES following vaccination with Pfizer’s Covid-19 shot in Portugal. https://t.co/niw5ElLCsU,oryzents,Local Universe
2021-01-05 11:48:03,Dr. Stall called Ontario’s decision to delay the rollout of the vaccine in long-term care until the Moderna doses a… https://t.co/VYI3u5Jy15,mattgallowaycbc,Toronto
2021-01-05 11:46:55,Portuguese woman dies two days after getting Pfizer covid vaccine | Daily Mail Online https://t.co/WtWgHcGvY1,dodgytriangles,United Kingdom
2021-01-05 11:46:44,"No data to support delay of second Covid vaccine dose, say Pfizer and BioNTech | The Independent https://t.co/ZIC0wDsr2w",RgvMill,"Northern Ireland, United Kingdom"
2021-01-05 11:46:42,FDA Commissioner Says Everyone Needs Both Full Doses Of Moderna Or Pfizer Vaccines https://t.co/bTyAvNQumW https://t.co/McL3YCoAHz,wbz,Boston
2021-01-05 11:45:42,"Oklahoma tribal nations receive Pfizer, Moderna vaccine shipment https://t.co/Kh2uS5rlfH #COVID",Gate_15_Analyst,United States of America
2021-01-05 11:45:40,"@DrDomPimenta @peterjukes Here's where a fact checker took him to task about Covid bring over, will continue to loo… https://t.co/a9NTxKPw3Q",DwWork2,
2021-01-05 11:45:38,"@Lereng_ If you think it's lies, take it up with all of these then.  https://t.co/EuvO2yQQ8Y… https://t.co/yeURE8vkrK",JacquesMaree73,"Cape Town, South Africa"
2021-01-05 11:45:06,"#vaccine #vaccination A shocking incident that has raised questions over the safety of Covid-19 vaccine, a health w… https://t.co/EpJkw2zmhk",draftab1984,
2021-01-05 11:43:20,@RobcHailstone I was more worried about getting killed by the standard of driving and parking than by Covid. They a… https://t.co/T6WXGLnFGL,integraps,"Chalfont St Peter, UK"
2021-01-05 11:43:10,🤡🤡🤡Covid jab 'may not work' under UK government's plan to give doses 3 months apart  https://t.co/6n4Rkk9YQK  Sent via @updayUK,TweetPaulTurner," Crompton, Oldham"
2021-01-05 11:43:03,HUNDREDS of Israelis get infected with Covid-19 after receiving Pfizer/BioNTech vaccine -- Health &amp; Wellness --… https://t.co/WAbva9S1gv,MercuryinRx,Ocean 🌊
2021-01-05 11:42:33,Canadian personal support worker suffers 'rare but severe' reaction to Pfizer COVID-19 vaccine -- Health &amp; Wellness… https://t.co/P43sHLHzFr,MercuryinRx,Ocean 🌊
2021-01-05 11:41:58,@olliejb1981 @JuliaHB1 @michaelgove Of course it's about the person. Michael Yeadon is a very well educated former… https://t.co/rGbZUFGF8d,lettersWWTLATS1,
2021-01-05 11:41:57,"#Somalia is expecting the first vaccines in the first quarter of 2021, but there are worries that the country has n… https://t.co/Hub8JIzDne",AhmedAbdullahi_,
2021-01-05 11:41:37,@Baddiel My dad's in a care home in Sussex. No vaccine or date for getting one. Sadly a bit late now as the home ha… https://t.co/8ona1y5K0g,JoTibballs,"Chichester, England"
2021-01-05 11:40:47,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/aO64V8jzkX via @MailOnline",callmefree1,
2021-01-05 11:40:33,"So in #France, in several retirement homes, the #pfizer #Covid #vaccine seem to have been administered subcutaneous… https://t.co/Ork1T0C3nb",boukashef2,
2021-01-05 11:40:16,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/KyWrvVQmVb via @MailOnline",Z__at,England | KWT 
2021-01-05 11:39:52,@mackenziej73 Hi Jennifer. Here’s a link to the updated story. Have a nice day! Vaccinations cancelled in Wellingto… https://t.co/HTDzEVnWs2,PaviaJoe1964,"Kitchener, Ontario"
2021-01-05 11:39:44,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/12hgxFDKal via @MailOnline",Tec_Ambientali,"Roma, Lazio"
2021-01-05 11:36:22,"So far, only American drug maker Pfizer has submitted an application for emergency use authorization to the Philipp… https://t.co/dAuIf2mcUm",PhilstarNews,"Manila, Philippines"
2021-01-05 11:35:34,"Impact of COVID-19 on Monoclonal Antibodies Market Expand Steadily Growth by Top Players Pfizer Inc., Novartis AG,… https://t.co/mGvME6kA6Q",wallstsolver,
2021-01-05 11:35:03,"While Health Canada approved a timed, two-dose protocol for Pfizer-BioNTech and Moderna, Britain is delaying the se… https://t.co/a8JS6seAg6",TorontoStar,"1 Yonge St., Toronto, Canada"
2021-01-05 11:33:27,@arnoo81 @wouterkeller En een goed getraind immuunsysteem. 2 Alaska Health Workers Got Emergency Treatment After Re… https://t.co/82Wx1tI4T3,JB_Hilterman,
2021-01-05 11:32:55,Governments worldwide f.  you all !   The enemy within us !  https://t.co/p7I5nDsbMH,bentusian,
2021-01-05 11:32:39,"Otra muerte más Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/U2EDFWFe62 via @MailOnline",Lacuentaatrasp1,
2021-01-05 11:31:37,@RedDead2020 @healthdpt At least you're actually going through the data though. Personally I don't want to be a gui… https://t.co/nIix4sAVqt,PaddyMcCollum,
2021-01-05 11:30:51,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/0YvOc1crmT via @MailOnline",jude99_,Berkshire
2021-01-05 11:30:25,Suffolk's NHS due to vaccinate using Pfizer 21 days apart as originally planned - despite govt policy change https://t.co/fogKLXjuhj,emilyltownsend,"Ipswich, Suffolk"
2021-01-05 11:30:04,"Vaccines all work toward the same goal; to immunize us against disease, but they don't all work in the same way to… https://t.co/Ue4RuDdngQ",HerveMicollet,Issy les Moulineaux
2021-01-05 11:29:47,Angela Merkel...Draw...Public...Ire...Block...Bid...Secure...COVID-19...Vaccine...Report...date...vaccine...approve… https://t.co/TZe07ToBG4,kizu91,
2021-01-05 11:29:41,BioNTech and partner Pfizer warned on Monday that they had no evidence that their jointly developed vaccine will co… https://t.co/QlUz5XSQHM,icncde_fortune,Fremont 
2021-01-05 11:29:09,Another tragic loss of a healthy frontline healthcare worker after the vaccine  Her risk of death from COVID at age… https://t.co/T0HWqAI9NV,DrP_MD,"Ontario, Canada"
2021-01-05 11:29:03,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/eD27si5dF4 via @MailOnline",globalsugarwar,
2021-01-05 11:28:47,"Sonia Acevedo, 41, suddenly died at home on New Year's Day 48 hours after receiving a jab of COVID-19 vaccine. An a… https://t.co/XuR7sx67P1",OsunDigiRadio,Osun Digital 
2021-01-05 11:28:39,Portuguese nurse dies two days after getting the Pfizer Covid vaccine https://t.co/6icbHjgxM0  @wionews,ellenwilson,Big Mouth Michigan
2021-01-05 11:27:35,"Health worker in Porto,41,dies 2 days after getting the Pfizer #covid #vaccine as her father says he 'wants answers… https://t.co/ocUQEXZ7D8",thandojo,BRing THE TruTh THROUGH a picture
2021-01-05 11:27:32,Important announcement for those who are waiting for PFIZER vaccine  ..It will only work against Covid-19 Virus.… https://t.co/HjbHGqo7JH,kkay_patel,Apni Chaadi me
2021-01-05 11:26:17,"@PaulFoulds10 @Peston Yes, need to include Pfizer &amp; Uk already gave c 1m Pfizer jabs in December. Hard to find how… https://t.co/6ejeqAB2nJ",SarahRosemary3,
2021-01-05 11:26:13,An excuse for not showing up on Jan 20th? https://t.co/xBfn74X1Gs,clrparsley99,"Texas, USA"
2021-01-05 11:26:02,Pfizer's New Logo Plays Up Role in Drug Creation: The updated logo comes as the company brings out its Covid-19 vac… https://t.co/jRqPIabBkZ,CPA_Trendlines,
2021-01-05 11:25:07,My real job at the hospital just invited me to get my first dose of the 2 phase Pfizer COVID-19 vaccine. I’m all in on that one. Signed up.,top3peppersauc1,"Winchester, KY"
2021-01-05 11:24:58,@JaniceDean Somebody should investigate Cuomo and Schumer  Ask why Pfizer manufacturing plant in Pearl River NY shu… https://t.co/aiX41F3NrZ,JoeBio4,
2021-01-05 11:24:52,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/NXhVHoeiqQ",FrankKamadin,"Boynton Beach, FL"
2021-01-05 11:24:44,"Column: Pfizer, Moderna expect billions in profits from COVID vaccines. That's a scandal https://t.co/6ND1AyyyEw via @Yahoo",Mike94357284,
2021-01-05 11:24:33,"@isabelle_miton The efficacy of the vaccine after the first dose is about 52 percent, according to Dr. William C. G… https://t.co/n6ukFFwKlS",joursansfin,
2021-01-05 11:23:20,"Israel 'days away' from COVID vaccine deal with Pfizer, Netanyahu says | The Times of Israel https://t.co/YCYAUc8g7Z",Tintti26991701,
2021-01-05 11:21:05,@rontkim Ask Cuomo about the Pfizer manufacturing plant in Pearl River NY It employed 5000 people prior to 2015 mak… https://t.co/2sBbHCSD7a,JoeBio4,
2021-01-05 11:20:55,"Will you get vaccinated?   As questions relating to the new COVID vaccines continue to mount, a politician from Tex… https://t.co/EBeDW22VYt",KenWebsterII,"Texas, USA"
2021-01-05 11:20:36,"U.S. declined to buy more Pfizer Covid vaccine doses, even after interim data, board member Gottlieb says… https://t.co/lipTteyvkF",AnneMannone,
2021-01-05 11:20:27,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/l60BhAnCSh via @MailOnline",charivarii1,
2021-01-05 11:20:24,"I’ve literally no clue who is right about this, but it’s a little concerning that Pfizer and BioNTech aren’t taking… https://t.co/qWuvWLYxy0",Heresy_Corner,"Cambridge, UK"
2021-01-05 11:20:18,"@DannyDoom333 @GaryLineker It's effective alright, this lady certainly won't be catching covid or any other coronav… https://t.co/qND4JGwasX",Plinkyplonkeye,County Durham
2021-01-05 11:20:07,You cannot get COVID-19 from the Pfizer/BioNTech COVID-19 vaccine.   Find out more via https://t.co/znXdHJHsUR https://t.co/QTwh0AFW9d,PeterboroughCC,Peterborough
2021-01-05 11:19:25,@robbo0411 @GaryLineker Yes real hope https://t.co/vNPnd5Biw3,Plinkyplonkeye,County Durham
2021-01-05 11:19:05,"Pfizer Inc. and BioNTech SE offered to supply South Africa with their Covid-19 vaccine at a discounted $10 a dose,… https://t.co/PAdWZyR6zO",Bruinou2,"Pretoria, South Africa"
2021-01-05 11:17:22,"No, the case of the murdered man whose genitals and scrotum are missing is unrelated to the Covid-19 vaccine. Don't… https://t.co/hQM2NWOuv7",KittyPo80176717,
2021-01-05 11:16:53,@steveh0281 @AlistairHaimes Nurse dies   https://t.co/qKTKha0oBF,Andy27646517,Yorks 
2021-01-05 11:16:30,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/wENewVAfAy via @MailOnline",CrniSredoje,Tu negde u Mačvi
2021-01-05 11:16:24,UK decision to delay second Covid vaccine dose is proving controversial. Here's what we know so far… https://t.co/CJek29wwQB,JacekWierzbicki,"Kraków, Polska"
2021-01-05 11:15:12,"No data to support delay of second Covid vaccine dose, say Pfizer and BioNTech https://t.co/rMrtBj9y8o",MarceltheACN,"London, England"
2021-01-05 11:15:09,Covid vaccine: You can't sue Pfizer or Moderna over side effects https://t.co/ADUf7NGu5J,NoWordsPoetry,
2021-01-05 11:15:03,"👉 FDA revealed that two coronavirus vaccines, those made by Pfizer-BioNTech and Moderna, have shown the effectivene… https://t.co/1C6hmBYwx1",Breaking24Seven,"Vienna, Austria"
2021-01-05 11:14:47,This is fantastic news for UK | UK becomes world's first to roll out Oxford/AstraZeneca vaccine as cases surge… https://t.co/FX4UBNko7i,fingrtipz,
2021-01-05 11:14:31,"No data to support delay of second Covid vaccine dose, say Pfizer and BioNTech https://t.co/9RqqJAmsas",billybiggles,Lincolnshire
2021-01-05 11:14:30,"SLOW ROLLOUT -- DHS data shows about 47,000 COVID-19 vaccines have been administered in Wisconsin so far.   About 4… https://t.co/Ov0kbEsaos",TheTimReport,"Madison, WI"
2021-01-05 11:14:24,@AlexBerenson @pfizer @moderna_tx You’re getting a little like Eric fing ding though on this maybe?   However see P… https://t.co/qThPDPj51e,Andy27646517,Yorks 
2021-01-05 11:14:03,"via @PerilofAfrica  Angela Merkel Draws Public Ire as She 'Blocked Bid to Secure More COVID Vaccine', Report Says:… https://t.co/HPs0JbzkWH",mlnangalama,"Moncton, Canada"
2021-01-05 11:13:12,Latest COVID-19 news: The head of the government's emergency health commission told The Daily Star that the first s… https://t.co/ul2lYIT8Nn,bey_today,"Beirut, Lebanon"
2021-01-05 11:11:42,@News24 @BISouthAfrica Four Pfizer vaccine volunteers develop Bell's palsy...  Bell's palsy is a condition that cau… https://t.co/9LLHlA58l4,GrahamDip,
2021-01-05 11:11:42,Witnessing a well crafted Vaccine Campaign in #SaudiArabia         @KhaledAlmaeena  My first dose of Pfizer vaccine… https://t.co/ZaL2D3ZXGR,zebahaider,"Dammam, Saudi Arabia"
2021-01-05 11:11:34,"""The available data continue to support the use of two specified doses of each authorized vaccine at specified inte… https://t.co/gcR8shqSEo",sanchezd1guy,
2021-01-05 11:11:30,I bet she would have survived catching covid. https://t.co/XMxzt9Szhn,vikinghousecarl,
2021-01-05 11:11:15,"No data to support delay of second Covid vaccine dose, say Pfizer and BioNTech | The Independent ⁦@TheLancet⁩ ⁦… https://t.co/rE7e0rCxVK",UNSNUK,"England, United Kingdom"
2021-01-05 11:10:51,WHY WHY WHY is the UK delaying the second dose of the Pfizer vaccine when the US is saying that they wont.. WHY ARE… https://t.co/5DZRQbAYYI,LDNLove,London
2021-01-05 11:10:10,"Dr. Marina Del Rios was among the 1st 5 healthcare workers in Chicago to receive COVID vaccine, now she is ready to… https://t.co/DbrZwFWaOu",ABC7Chicago,"Chicago, Illinois"
2021-01-05 11:06:38,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/NscsOzXBlG",WHITTY213,M33 SALE
2021-01-05 11:06:11,Media: Here's the @US_FDA's statement on the idea of 'half-dose' inoculations of the @moderna_tx or @pfizer… https://t.co/lBawbgkyzP,Porter_Anderson,
2021-01-05 11:06:05,"Obviously the situation is desperate.  No data to support delay of second Covid vaccine dose, say Pfizer and BioNTe… https://t.co/R17Q1m5z2M",nayanikaaa,Australia/India
2021-01-05 11:05:50,@aderekmccabe @Baddiel 6 hours after thaw and dilution (done at the hubs) - https://t.co/Y60SubOBsO,nsmitchell,"South West, England"
2021-01-05 11:05:11,@Laurie_Garrett @pfizer Public health officials have at times struggled to explain why positive COVID tests have su… https://t.co/o7cVdSKq4O,keith_caughran,"Charlotte, NC"
2021-01-05 11:05:04,"@StarraEducation Thinking last night, covid conspiracy peddlers that say virus doesn't exist, vaccine will contain… https://t.co/Se0zsDqg0P",pratab_a,
2021-01-05 11:05:03,UK decision to delay second Covid vaccine dose is proving controversial. Here's what we know so far https://t.co/aYT70V2pbf,360mediaX,"Chicago, IL"
2021-01-05 11:04:55,Portuguese Health Worker Dies After Receiving Pfizer COVID Vaccine | Sahara Reporters https://t.co/wJN0V63Qtp,Favbreed1,United Kingdom
